,song_name,artist_id,artist_name,partition,language_label,gender_label,full_path
83,15_8.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/15_8.wav
84,15_9.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/15_9.wav
85,16_1.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/16_1.wav
86,16_2.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/16_2.wav
87,16_3.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/16_3.wav
88,16_4.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/16_4.wav
89,16_5.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/16_5.wav
90,16_6.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/16_6.wav
91,16_7.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/16_7.wav
92,16_8.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/16_8.wav
93,16_9.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/16_9.wav
94,17_1.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/17_1.wav
95,17_2.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/17_2.wav
96,17_3.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/17_3.wav
97,17_4.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/17_4.wav
98,17_5.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/17_5.wav
99,17_6.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/17_6.wav
100,17_7.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/17_7.wav
101,17_8.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/17_8.wav
102,18_1.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/18_1.wav
103,18_10.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/18_10.wav
104,18_2.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/18_2.wav
105,18_3.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/18_3.wav
106,18_4.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/18_4.wav
107,18_5.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/18_5.wav
108,18_6.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/18_6.wav
109,18_7.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/18_7.wav
110,18_8.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/18_8.wav
111,18_9.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/18_9.wav
112,19_1.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/19_1.wav
113,19_2.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/19_2.wav
114,19_3.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/19_3.wav
115,19_4.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/19_4.wav
116,19_5.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/19_5.wav
117,19_6.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/19_6.wav
118,19_7.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/19_7.wav
119,19_8.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/19_8.wav
120,1_1.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/1_1.wav
121,1_2.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/1_2.wav
122,1_3.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/1_3.wav
123,1_4.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/1_4.wav
124,1_5.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/1_5.wav
125,1_6.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/1_6.wav
126,1_7.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/1_7.wav
127,20_1.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/20_1.wav
128,20_2.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/20_2.wav
129,20_3.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/20_3.wav
130,20_4.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/20_4.wav
131,20_5.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/20_5.wav
132,20_6.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/20_6.wav
133,20_7.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/20_7.wav
134,20_8.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/20_8.wav
135,20_9.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/20_9.wav
136,21_1.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/21_1.wav
137,21_2.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/21_2.wav
138,21_3.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/21_3.wav
139,21_4.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/21_4.wav
140,21_5.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/21_5.wav
141,21_6.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/21_6.wav
142,21_7.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/21_7.wav
143,21_8.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/21_8.wav
144,21_9.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/21_9.wav
145,22_1.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/22_1.wav
146,22_2.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/22_2.wav
147,22_3.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/22_3.wav
148,22_4.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/22_4.wav
149,22_5.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/22_5.wav
150,22_6.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/22_6.wav
151,22_7.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/22_7.wav
152,22_8.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/22_8.wav
153,22_9.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/22_9.wav
154,24_1.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/24_1.wav
155,24_2.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/24_2.wav
156,24_3.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/24_3.wav
157,24_4.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/24_4.wav
158,24_5.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/24_5.wav
159,24_6.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/24_6.wav
160,24_7.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/24_7.wav
161,24_8.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/24_8.wav
162,24_9.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/24_9.wav
163,25_1.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/25_1.wav
164,25_2.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/25_2.wav
165,25_3.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/25_3.wav
166,25_4.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/25_4.wav
167,25_5.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/25_5.wav
168,25_6.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/25_6.wav
169,25_7.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/25_7.wav
170,25_8.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/25_8.wav
171,25_9.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/25_9.wav
172,26_1.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/26_1.wav
173,26_2.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/26_2.wav
174,26_3.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/26_3.wav
175,26_4.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/26_4.wav
176,26_5.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/26_5.wav
177,26_6.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/26_6.wav
178,26_7.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/26_7.wav
179,26_8.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/26_8.wav
180,26_9.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/26_9.wav
181,2_1.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/2_1.wav
182,2_2.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/2_2.wav
183,2_3.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/2_3.wav
184,2_4.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/2_4.wav
185,2_5.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/2_5.wav
186,2_6.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/2_6.wav
187,2_7.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/2_7.wav
188,2_8.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/2_8.wav
189,2_9.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/2_9.wav
190,3_1.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/3_1.wav
191,3_2.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/3_2.wav
192,3_3.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/3_3.wav
193,3_4.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/3_4.wav
194,3_5.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/3_5.wav
195,3_6.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/3_6.wav
196,3_7.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/3_7.wav
197,3_8.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/3_8.wav
198,4_1.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/4_1.wav
199,4_2.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/4_2.wav
200,4_3.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/4_3.wav
201,4_4.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/4_4.wav
202,4_5.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/4_5.wav
203,4_6.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/4_6.wav
204,4_7.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/4_7.wav
205,4_8.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/4_8.wav
206,5_1.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/5_1.wav
207,5_2.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/5_2.wav
208,5_3.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/5_3.wav
209,5_4.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/5_4.wav
210,5_5.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/5_5.wav
211,5_6.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/5_6.wav
212,6_1.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/6_1.wav
213,6_2.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/6_2.wav
214,6_3.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/6_3.wav
215,6_4.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/6_4.wav
216,6_5.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/6_5.wav
217,6_6.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/6_6.wav
218,7_1.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/7_1.wav
219,7_2.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/7_2.wav
220,7_3.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/7_3.wav
221,7_4.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/7_4.wav
222,7_5.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/7_5.wav
223,7_6.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/7_6.wav
224,7_7.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/7_7.wav
225,8_1.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/8_1.wav
226,8_2.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/8_2.wav
227,8_3.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/8_3.wav
228,8_4.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/8_4.wav
229,8_5.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/8_5.wav
230,8_6.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/8_6.wav
231,8_7.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/8_7.wav
232,8_8.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/8_8.wav
233,9_1.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/9_1.wav
234,9_2.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/9_2.wav
235,9_3.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/9_3.wav
236,9_4.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/9_4.wav
237,9_5.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/9_5.wav
238,9_6.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/9_6.wav
239,9_7.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/9_7.wav
240,9_8.wav,4,Afgan,TRAIN,Indonesian,male,TRAIN/4/9_8.wav
241,0_1.wav,6,Ai,AUXILIARY,Japanese,female,AUXILIARY/6/0_1.wav
242,0_2.wav,6,Ai,AUXILIARY,Japanese,female,AUXILIARY/6/0_2.wav
243,0_3.wav,6,Ai,AUXILIARY,Japanese,female,AUXILIARY/6/0_3.wav
244,0_4.wav,6,Ai,AUXILIARY,Japanese,female,AUXILIARY/6/0_4.wav
245,0_5.wav,6,Ai,AUXILIARY,Japanese,female,AUXILIARY/6/0_5.wav
246,0_6.wav,6,Ai,AUXILIARY,Japanese,female,AUXILIARY/6/0_6.wav
247,0_7.wav,6,Ai,AUXILIARY,Japanese,female,AUXILIARY/6/0_7.wav
248,0_8.wav,6,Ai,AUXILIARY,Japanese,female,AUXILIARY/6/0_8.wav
249,0_9.wav,6,Ai,AUXILIARY,Japanese,female,AUXILIARY/6/0_9.wav
250,0_1.wav,9,Aiko,AUXILIARY,English,female,AUXILIARY/9/0_1.wav
251,0_2.wav,9,Aiko,AUXILIARY,English,female,AUXILIARY/9/0_2.wav
252,0_3.wav,9,Aiko,AUXILIARY,English,female,AUXILIARY/9/0_3.wav
253,0_4.wav,9,Aiko,AUXILIARY,English,female,AUXILIARY/9/0_4.wav
254,0_5.wav,9,Aiko,AUXILIARY,English,female,AUXILIARY/9/0_5.wav
255,0_6.wav,9,Aiko,AUXILIARY,English,female,AUXILIARY/9/0_6.wav
256,0_7.wav,9,Aiko,AUXILIARY,English,female,AUXILIARY/9/0_7.wav
257,0_8.wav,9,Aiko,AUXILIARY,English,female,AUXILIARY/9/0_8.wav
258,0_1.wav,10,Aimer,TEST,Japanese,female,TEST/10/0_1.wav
259,0_2.wav,10,Aimer,TEST,Japanese,female,TEST/10/0_2.wav
260,0_3.wav,10,Aimer,TEST,Japanese,female,TEST/10/0_3.wav
261,0_4.wav,10,Aimer,TEST,Japanese,female,TEST/10/0_4.wav
262,0_5.wav,10,Aimer,TEST,Japanese,female,TEST/10/0_5.wav
263,0_6.wav,10,Aimer,TEST,Japanese,female,TEST/10/0_6.wav
264,1_1.wav,10,Aimer,TEST,Japanese,female,TEST/10/1_1.wav
265,1_10.wav,10,Aimer,TEST,Japanese,female,TEST/10/1_10.wav
266,1_2.wav,10,Aimer,TEST,Japanese,female,TEST/10/1_2.wav
267,1_3.wav,10,Aimer,TEST,Japanese,female,TEST/10/1_3.wav
268,1_4.wav,10,Aimer,TEST,Japanese,female,TEST/10/1_4.wav
269,1_5.wav,10,Aimer,TEST,Japanese,female,TEST/10/1_5.wav
270,1_6.wav,10,Aimer,TEST,Japanese,female,TEST/10/1_6.wav
271,1_7.wav,10,Aimer,TEST,Japanese,female,TEST/10/1_7.wav
272,1_8.wav,10,Aimer,TEST,Japanese,female,TEST/10/1_8.wav
273,1_9.wav,10,Aimer,TEST,Japanese,female,TEST/10/1_9.wav
274,0_1.wav,13,Albert West,TEST,Dutch,male,TEST/13/0_1.wav
275,0_2.wav,13,Albert West,TEST,Dutch,male,TEST/13/0_2.wav
276,0_3.wav,13,Albert West,TEST,Dutch,male,TEST/13/0_3.wav
277,0_4.wav,13,Albert West,TEST,Dutch,male,TEST/13/0_4.wav
278,0_5.wav,13,Albert West,TEST,Dutch,male,TEST/13/0_5.wav
279,1_1.wav,13,Albert West,TEST,Dutch,male,TEST/13/1_1.wav
280,1_2.wav,13,Albert West,TEST,Dutch,male,TEST/13/1_2.wav
281,1_3.wav,13,Albert West,TEST,Dutch,male,TEST/13/1_3.wav
282,1_4.wav,13,Albert West,TEST,Dutch,male,TEST/13/1_4.wav
283,1_5.wav,13,Albert West,TEST,Dutch,male,TEST/13/1_5.wav
284,1_6.wav,13,Albert West,TEST,Dutch,male,TEST/13/1_6.wav
285,1_7.wav,13,Albert West,TEST,Dutch,male,TEST/13/1_7.wav
286,1_8.wav,13,Albert West,TEST,Dutch,male,TEST/13/1_8.wav
287,0_1.wav,14,Alex Mica,AUXILIARY,Romanian,male,AUXILIARY/14/0_1.wav
288,0_2.wav,14,Alex Mica,AUXILIARY,Romanian,male,AUXILIARY/14/0_2.wav
289,0_3.wav,14,Alex Mica,AUXILIARY,Romanian,male,AUXILIARY/14/0_3.wav
290,0_4.wav,14,Alex Mica,AUXILIARY,Romanian,male,AUXILIARY/14/0_4.wav
291,0_5.wav,14,Alex Mica,AUXILIARY,Romanian,male,AUXILIARY/14/0_5.wav
292,0_1.wav,15,Alexandra Stan,TEST,Romanian,female,TEST/15/0_1.wav
293,0_2.wav,15,Alexandra Stan,TEST,Romanian,female,TEST/15/0_2.wav
294,0_3.wav,15,Alexandra Stan,TEST,Romanian,female,TEST/15/0_3.wav
295,0_4.wav,15,Alexandra Stan,TEST,Romanian,female,TEST/15/0_4.wav
296,0_5.wav,15,Alexandra Stan,TEST,Romanian,female,TEST/15/0_5.wav
297,0_6.wav,15,Alexandra Stan,TEST,Romanian,female,TEST/15/0_6.wav
298,0_7.wav,15,Alexandra Stan,TEST,Romanian,female,TEST/15/0_7.wav
299,1_1.wav,15,Alexandra Stan,TEST,Romanian,female,TEST/15/1_1.wav
300,1_2.wav,15,Alexandra Stan,TEST,Romanian,female,TEST/15/1_2.wav
301,1_3.wav,15,Alexandra Stan,TEST,Romanian,female,TEST/15/1_3.wav
302,1_4.wav,15,Alexandra Stan,TEST,Romanian,female,TEST/15/1_4.wav
303,1_5.wav,15,Alexandra Stan,TEST,Romanian,female,TEST/15/1_5.wav
304,0_1.wav,16,Alma,TEST,French,female,TEST/16/0_1.wav
305,0_10.wav,16,Alma,TEST,French,female,TEST/16/0_10.wav
306,0_11.wav,16,Alma,TEST,French,female,TEST/16/0_11.wav
307,0_12.wav,16,Alma,TEST,French,female,TEST/16/0_12.wav
308,0_13.wav,16,Alma,TEST,French,female,TEST/16/0_13.wav
309,0_14.wav,16,Alma,TEST,French,female,TEST/16/0_14.wav
310,0_15.wav,16,Alma,TEST,French,female,TEST/16/0_15.wav
311,0_16.wav,16,Alma,TEST,French,female,TEST/16/0_16.wav
312,0_17.wav,16,Alma,TEST,French,female,TEST/16/0_17.wav
313,0_18.wav,16,Alma,TEST,French,female,TEST/16/0_18.wav
